sku,title,description,price,retail_price,images,brand,width,height,seat_height,depth,material,style,tags,condition
15233612,"""The Big Mirror 1"" (2023) - Original Portrait Painting by Elena Burykina","Elena Burykina's ""The Big Mirror 1"" (2023) is an original, handmade oil painting that depicts a portrait of a woman in a red coat stretching her arms behind her head.. This piece measures 6 x 6 in and is ready to hang.

About the Artist:
Elena is an artist based in Chattanooga, TN USA.
 
Elena always wanted to be an artist. As a child in Ukraine, she received a classical art education which she used for over a decade as an architect. It was an applied form of her desire to create art. Elena moved away from architecture into teaching art to children and painting when she could, and finally she was able to focus all her time being an artist and learning.
 
She moved to America in 2013 and turned her full attention to painting.
 
She tries to use every opportunity to learn anything new – new tools, mediums, techniques – anything new at all.
 
Elena’s favorite subjects to paint are people with their personalities, moods, thoughts, and favorite things. “I really like to explore the personalities of my models through building the structure of portraiture with oil paint and paintbrush.”
 
Her current focus is portraiture. She seeks a connection with the model that she can translate to the surface.
 
Elena is a member of The Portrait Society of America. She received an award of Signature Status with the Portrait Society of America in 2022.",530,,"https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-1-2023-original-portrait-painting-by-elena-burykina-for-sale/a_13082/a_152336121728771113217/7shcbyqasz4y1as1gk8w_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-1-2023-original-portrait-painting-by-elena-burykina-for-sale-picture-4/a_13082/a_152336121728771451185/7shcbyqasz4y1as1gk8w2_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-1-2023-original-portrait-painting-by-elena-burykina-for-sale-picture-3/a_13082/a_152336121728771189604/19avopg6qib9nqvd6eif_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-1-2023-original-portrait-painting-by-elena-burykina-for-sale-picture-5/a_13082/a_152336121728771458310/7shcbyqasz4y1as1gk8w3_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-1-2023-original-portrait-painting-by-elena-burykina-for-sale-picture-2/a_13082/a_152336121728771139597/1gdr1uxlvrgsefkdrrga_master.jpg",Elena Burykina,6.0,6.0,,1.0,"Oil, Panel, ",Realist,"Created in 2023, Period: 2010-",Excellent
15233512,"""The Big Mirror"" - Original Painting by Elena Burykina","Elena Burykina's ""The Big Mirror"" (2023) is an original, handmade oil painting that depicts a blurry portrait of a woman standing in front of a large mirror surrounded bt candles. This piece measure 10 x 8 in and is ready to hang.",950,,"https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-original-painting-by-elena-burykina-for-sale-picture-5/a_13082/a_152335121728769589136/y9qfvbdtcpe796ikc1v13_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-original-painting-by-elena-burykina-for-sale-picture-2/a_13082/a_152335121728769539033/whhxdlvrwxzk389bhdfe_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-original-painting-by-elena-burykina-for-sale-picture-3/a_13082/a_152335121728769566332/lcvclpvjv8vjxhjijvea_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-original-painting-by-elena-burykina-for-sale-picture-6/a_13082/a_152335121728769593422/y9qfvbdtcpe796ikc1v14_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-original-painting-by-elena-burykina-for-sale/a_13082/a_152335121728769462614/y9qfvbdtcpe796ikc1v1_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-original-painting-by-elena-burykina-for-sale-picture-4/a_13082/a_152335121728769583494/y9qfvbdtcpe796ikc1v12_master.jpg",Elena Burykina,8.0,10.0,,0.75,"Oil, Panel, ",Realist,"Created in 2023, Period: 2010-",Excellent
15223732,"""Pennsylvania"" (2022) Limited Edition Poster Print, Portrait of Woman","""Pennsylvania"" is a limited edition poster print by the acclaimed UK artist Ed Fairburn. This captivating piece, released in 2022, is reproduced onto 100% 290gsm cotton rag premium Moab paper. Measuring 40 inches in height by 28.5 inches in width, this artwork presents a striking portrait of a woman.

Fairburn's work is well-known for its unique integration of maps and portraiture, and ""Anna Fisher"" is a stellar example of his signature style. The print is marked with Fairburn's distinctive stamped signature, a practice that began in 2012 and adds a personal touch rooted in his childhood memories. This piece is professionally framed, with framed dimensions of approximately 22 inches by 22 inches, and features anti-reflective glass, ensuring a clear and undistorted view of the artwork from any angle.

What sets this piece apart is not just its subject matter but also the meticulous detail and craftsmanship. It reflects Fairburn's ability to blend scientific maps with human features, creating a harmonious and thought-provoking composition. The ""Anna Fisher"" print is more than just a portrait; it is a celebration of human achievement and exploration.",565,,"https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-pennsylvania-2022-limited-edition-poster-print-portrait-of-woman-for-sale/a_13082/a_152237321728757668210/4igdm9drlbr3f7jtuwj6_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-pennsylvania-2022-limited-edition-poster-print-portrait-of-woman-for-sale-picture-5/a_13082/a_152237321728759633712/4igdm9drlbr3f7jtuwj65_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-pennsylvania-2022-limited-edition-poster-print-portrait-of-woman-for-sale-picture-2/a_13082/a_152237321728759610690/4igdm9drlbr3f7jtuwj622_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-pennsylvania-2022-limited-edition-poster-print-portrait-of-woman-for-sale-picture-3/a_13082/a_152237321728759619251/4igdm9drlbr3f7jtuwj63_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-pennsylvania-2022-limited-edition-poster-print-portrait-of-woman-for-sale-picture-4/a_13082/a_152237321728759625086/4igdm9drlbr3f7jtuwj64_master.jpg",Ed Fairburn,28.5,40.0,,1.0,"Paper, Archival Pigment, ",Realist,"Created in 2023, Period: 2010-",Excellent
15233712,"""The Big Mirror 2"" (2023) - Original Portrait Painting by Elena Burykina","Elena Burykina's ""The Big Mirror 2"" (2023) is an original, handmade oil painting that depicts a portrait of a person in dim light. This piece measures 6 x 6 in and is ready to hang.

About the Artist:
Elena is an artist based in Chattanooga, TN USA.
 
Elena always wanted to be an artist. As a child in Ukraine, she received a classical art education which she used for over a decade as an architect. It was an applied form of her desire to create art. Elena moved away from architecture into teaching art to children and painting when she could, and finally she was able to focus all her time being an artist and learning.
 
She moved to America in 2013 and turned her full attention to painting.
 
She tries to use every opportunity to learn anything new – new tools, mediums, techniques – anything new at all.
 
Elena’s favorite subjects to paint are people with their personalities, moods, thoughts, and favorite things. “I really like to explore the personalities of my models through building the structure of portraiture with oil paint and paintbrush.”
 
Her current focus is portraiture. She seeks a connection with the model that she can translate to the surface.
 
Elena is a member of The Portrait Society of America. She received an award of Signature Status with the Portrait Society of America in 2022.",530,,"https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-2-2023-original-portrait-painting-by-elena-burykina-for-sale/a_13082/a_152337121728771894645/1jz7run9uq6p4t79sk0p_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-2-2023-original-portrait-painting-by-elena-burykina-for-sale-picture-2/a_13082/a_152337121728771973065/4xaspp8n8gokee12wqiy_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-2-2023-original-portrait-painting-by-elena-burykina-for-sale-picture-4/a_13082/a_152337121728771991073/1jz7run9uq6p4t79sk0p2_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-2-2023-original-portrait-painting-by-elena-burykina-for-sale-picture-5/a_13082/a_152337121728771994994/1jz7run9uq6p4t79sk0p3_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-2-2023-original-portrait-painting-by-elena-burykina-for-sale-picture-3/a_13082/a_152337121728771980952/8qll5vmmoqhmebt7t8mi_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-2-2023-original-portrait-painting-by-elena-burykina-for-sale-picture-6/a_13082/a_152337121728772018076/1jz7run9uq6p4t79sk0p4_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-the-big-mirror-2-2023-original-portrait-painting-by-elena-burykina-for-sale-picture-7/a_13082/a_152337121728772023630/1jz7run9uq6p4t79sk0p5_master.jpg",Elena Burykina,6.0,6.0,,1.0,"Oil, Panel, ",Realist,"Created in 2023, Period: 2010-",Excellent
15233362,"""Los Angeles II"" By Ed Fairburn, Limited Edition Poster Print, Portrait of Woman","""Las Angeles II"" is a limited edition poster print by the acclaimed UK artist Ed Fairburn. This captivating piece is reproduced onto 100% 290gsm cotton rag premium archival Moab paper with archival ink. Measuring 22 inches in height by 11 inches in width, this artwork presents a striking portrait of a woman.

Fairburn's work is well-known for its unique integration of maps and portraiture, and ""Anna Fisher"" is a stellar example of his signature style. The print is marked with Fairburn's distinctive stamped signature, a practice that began in 2012 and adds a personal touch rooted in his childhood memories. This piece is professionally framed, with framed dimensions of approximately 22 inches by 22 inches, and features anti-reflective glass, ensuring a clear and undistorted view of the artwork from any angle.

What sets this piece apart is not just its subject matter but also the meticulous detail and craftsmanship. It reflects Fairburn's ability to blend scientific maps with human features, creating a harmonious and thought-provoking composition. The ""Anna Fisher"" print is more than just a portrait; it is a celebration of human achievement and exploration.",350,,"https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-los-angeles-ii-by-ed-fairburn-limited-edition-poster-print-portrait-of-woman-for-sale/a_13082/a_152333621728766576331/dj3rq6eoc1xq25w5ovlq_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-los-angeles-ii-by-ed-fairburn-limited-edition-poster-print-portrait-of-woman-for-sale-picture-3/a_13082/a_152333621728766616736/dj3rq6eoc1xq25w5ovlq2_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-los-angeles-ii-by-ed-fairburn-limited-edition-poster-print-portrait-of-woman-for-sale-picture-4/a_13082/a_152333621728766626978/dj3rq6eoc1xq25w5ovlq4_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-los-angeles-ii-by-ed-fairburn-limited-edition-poster-print-portrait-of-woman-for-sale-picture-2/a_13082/a_152333621728766603510/dj3rq6eoc1xq25w5ovlq3_master.jpg",Ed Fairburn,11.0,22.0,,1.0,"Paper, Archival Pigment, ",Realist,"Created in 2022, Period: 2010-",Excellent
15233452,"""Colorado Geological"" (2023) By Ed Fairburn, Limited Edition Print, Portrait","""Colorado Geological"" (2023) is a limited edition poster print by the acclaimed UK artist Ed Fairburn. This captivating piece is reproduced onto 100% 290gsm cotton rag premium archival Moab paper with archival ink. Measuring 39.64 inches in height by 47.56 inches in width, this artwork presents a striking portrait of a woman.

Fairburn's work is well-known for its unique integration of maps and portraiture, and ""Anna Fisher"" is a stellar example of his signature style. The print is marked with Fairburn's distinctive stamped signature, a practice that began in 2012 and adds a personal touch rooted in his childhood memories. This piece is professionally framed, with framed dimensions of approximately 22 inches by 22 inches, and features anti-reflective glass, ensuring a clear and undistorted view of the artwork from any angle.

What sets this piece apart is not just its subject matter but also the meticulous detail and craftsmanship. It reflects Fairburn's ability to blend scientific maps with human features, creating a harmonious and thought-provoking composition. The ""Anna Fisher"" print is more than just a portrait; it is a celebration of human achievement and exploration.",755,,"https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-colorado-geological-2023-by-ed-fairburn-limited-edition-print-portrait-for-sale-picture-3/a_13082/a_152334521728768401847/ad8fme2h3q8a8ciawofu3_master.jpeg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-colorado-geological-2023-by-ed-fairburn-limited-edition-print-portrait-for-sale-picture-4/a_13082/a_152334521728768407382/ad8fme2h3q8a8ciawofu4_master.jpeg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-colorado-geological-2023-by-ed-fairburn-limited-edition-print-portrait-for-sale/a_13082/a_152334521728768290384/ad8fme2h3q8a8ciawofu_master.jpeg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-colorado-geological-2023-by-ed-fairburn-limited-edition-print-portrait-for-sale-picture-2/a_13082/a_152334521728768393617/ad8fme2h3q8a8ciawofu2_master.jpeg",Ed Fairburn,11.0,22.0,,1.0,"Paper, Archival Pigment, ",Realist,"Created in 2022, Period: 2010-",Excellent
15232652,"""Western Front"" (2024) Limited Edition Poster Print, Portrait of Woman","""Western Front"" is a limited edition poster print by the acclaimed UK artist Ed Fairburn. This captivating piece, released in 2024, is reproduced onto 100% 290gsm cotton rag premium Moab paper. Measuring 14.5 inches in height by 10 inches in width, this artwork presents a striking portrait of a woman.

Fairburn's work is well-known for its unique integration of maps and portraiture, and ""Anna Fisher"" is a stellar example of his signature style. The print is marked with Fairburn's distinctive stamped signature, a practice that began in 2012 and adds a personal touch rooted in his childhood memories. This piece is professionally framed, with framed dimensions of approximately 22 inches by 22 inches, and features anti-reflective glass, ensuring a clear and undistorted view of the artwork from any angle.

What sets this piece apart is not just its subject matter but also the meticulous detail and craftsmanship. It reflects Fairburn's ability to blend scientific maps with human features, creating a harmonious and thought-provoking composition. The ""Anna Fisher"" print is more than just a portrait; it is a celebration of human achievement and exploration.",335,,"https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-western-front-2024-limited-edition-poster-print-portrait-of-woman-for-sale-picture-3/a_13082/a_152326521728760055420/70ilibsfc0o4qk6684h23_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-western-front-2024-limited-edition-poster-print-portrait-of-woman-for-sale-picture-4/a_13082/a_152326521728760060651/70ilibsfc0o4qk6684h24_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-western-front-2024-limited-edition-poster-print-portrait-of-woman-for-sale/a_13082/a_152326521728759930756/70ilibsfc0o4qk6684h2_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-western-front-2024-limited-edition-poster-print-portrait-of-woman-for-sale-picture-2/a_13082/a_152326521728760045692/70ilibsfc0o4qk6684h22_master.jpg",Ed Fairburn,10.0,14.5,,1.0,"Paper, Archival Pigment, ",Realist,"Created in 2024, Period: 2010-",Excellent
15233292,"""Chester Street"" By Ed Fairburn, Limited Edition Poster Print, Portrait of Woman","""Chester Street"" is a limited edition poster print by the acclaimed UK artist Ed Fairburn. This captivating piece is reproduced onto 100% 290gsm cotton rag premium archival Moab paper with archival ink. Measuring 11 inches in height by 10.3 inches in width, this artwork presents a striking portrait of a woman.

Fairburn's work is well-known for its unique integration of maps and portraiture, and ""Anna Fisher"" is a stellar example of his signature style. The print is marked with Fairburn's distinctive stamped signature, a practice that began in 2012 and adds a personal touch rooted in his childhood memories. This piece is professionally framed, with framed dimensions of approximately 22 inches by 22 inches, and features anti-reflective glass, ensuring a clear and undistorted view of the artwork from any angle.

What sets this piece apart is not just its subject matter but also the meticulous detail and craftsmanship. It reflects Fairburn's ability to blend scientific maps with human features, creating a harmonious and thought-provoking composition. The ""Anna Fisher"" print is more than just a portrait; it is a celebration of human achievement and exploration.",220,,"https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-chester-street-by-ed-fairburn-limited-edition-poster-print-portrait-of-woman-for-sale-picture-2/a_13082/a_152332921728766085306/t7o4wrnpap35m2k516z22_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-chester-street-by-ed-fairburn-limited-edition-poster-print-portrait-of-woman-for-sale-picture-3/a_13082/a_152332921728766091237/t7o4wrnpap35m2k516z23_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-chester-street-by-ed-fairburn-limited-edition-poster-print-portrait-of-woman-for-sale/a_13082/a_152332921728765946732/t7o4wrnpap35m2k516z2_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-chester-street-by-ed-fairburn-limited-edition-poster-print-portrait-of-woman-for-sale-picture-4/a_13082/a_152332921728766095380/t7o4wrnpap35m2k516z24_master.jpg",Ed Fairburn,10.3,11.0,,1.0,"Paper, Archival Pigment, ",Realist,"Created in 2018, Period: 2010-",Excellent
15223432,"""Ham"" (2024) By Adam Shaw, Original Oil Painting of Astronaut","""Ham"" (2024) by Adam Shaw is an original handmade oil painting that depicts a portrait of a monkey astronaut.


About the Artist:
Figure painter, illustrator, and comics creator, Adam Benet Shaw has studied at the Cleveland Institute of Art in Ohio, the Edinburgh College of Art in Scotland, Watts Atelier of Fine Arts, and the smArt school online. His work has been featured in multiple solo and group shows in the US and Europe, including Plus One Gallery in London, The Art Center’s Contemporary Figure Exhibition in Grand Junction, Colorado, Hawthorne Gallery, Birmingham, Alabama, David Mah Gallery in Memphis Tennessee, the Red Clay Survey at the Huntsville Museum of Art in Arkansas and featured in New American Painting exhibition in print.

His figures are featured in murals at the National Cotton Exchange Museum in Memphis, The Blues Museum in Tunica Mississippi and the Delta Gateway Museum of Blytheville, Arkansas. Adam’s portraits are on display at the St. Jude’s Children’s Research Hospital, the National Contact Bridge Museum, and private and corporate collections throughout the US.

Shaw has created storyboards for motion pictures, stage design for operas and character illustrations for the gaming industry. His published graphic novel work includes the series Bloodstream published by Image Comics, David: The Illustrated Novel for Shepherd King Publishing and Harpe: America's First Serial Killers for Cave-in-Rock Publishing.

Testimonials and Reviews:

“(Adam) is among the most technically gifted figurative painters in the region, combining a confident command of proportion and graceful contour of line with an equally sure alla prima painting style.” -David Hall, The Memphis Flyer

“We were honored to showcase such a formidable talent as Adam in the lobby of New York Life Building on Madison Avenue. He was right where he belonged.” -Scott Drucks, Forrest Scott Gallery",1000,,"https://a.1stdibscdn.com/adam-shaw-paintings-ham-2024-by-adam-shaw-original-oil-painting-of-astronaut-for-sale-picture-4/a_13082/a_152234321728600372448/h03fveuxn5gyjw19i78u4_master.jpg, https://a.1stdibscdn.com/adam-shaw-paintings-ham-2024-by-adam-shaw-original-oil-painting-of-astronaut-for-sale/a_13082/a_152234321728600305832/h03fveuxn5gyjw19i78u_master.jpg, https://a.1stdibscdn.com/adam-shaw-paintings-ham-2024-by-adam-shaw-original-oil-painting-of-astronaut-for-sale-picture-2/a_13082/a_152234321728600342263/h03fveuxn5gyjw19i78u2_master.jpg, https://a.1stdibscdn.com/adam-shaw-paintings-ham-2024-by-adam-shaw-original-oil-painting-of-astronaut-for-sale-picture-3/a_13082/a_152234321728600366751/h03fveuxn5gyjw19i78u3_master.jpg",Adam Shaw(American),11.0,14.0,,0.75,"Canvas, Oil, ",Impressionist,"Created in 2024, Period: 2010-",Excellent
15223662,"""Reflection"" (2008) by Jennifer Bobola, Mixed Media Abstract Painting","""Reflection"" (2008) is an original, handmade mixed media painting, by Jennifer Bobola, that presents colorful abstract expressionism.

Artist Statement:
Let’s be honest, understanding abstract art can seem like an art unto itself, a thing requiring a manual or a guru, a mind-reader, even. Often it’s something viewers approach sideways, brows furrowed, arms folded, wondering: What exactly am I looking at?

“For me,” explained Denver abstract expressionist, Jennifer Bobola, “I see abstraction as being the same as realism—it’s all real; it’s just shapes.”

Make sense? Clear as…mud? Well, here’s another way to relate: Think music, then take a look at Bobola’s flowing lines and lush shapes melding into almost-objects, and consider that she sees painting as a kind of visual music—Jazz, mostly.

Take, for example, the painting, “Chains of Love,” a subtle play of earthy tones set off by deep, rich darker hues. The only realistic aspect in this painting is a set of stairs swirling up to the right, into the light, and the harmonious chains weaving throughout: pale blue, white, gray and golden interlocking bands of color. This painting was conceived over the course of several days, first, with layers of torn paper affixed to the canvas and left to dry, then with washes of color, and, finally, finished with those defining gestural shapes. Each day, working on this painting, Bobola listened to the Jazz, Soul and Blues inspired electronica music of Massive Attack, particularly the song, “What Your Soul Sings.”

“When I’m working on a painting, I’ll put on music,” she said. “Sometimes I’ll put on one song a bunch of times so that when I go back to work the next day and hear that song, it’s like going home; the song sets the tone.”

While lots of artists listen to music while painting, Bobola’s connection is more concrete: she’s been playing the saxophone since the age of 10, studied it in college, and currently performs with two bands. For her, the connection between music and painting is, in fact, so intertwined that she believes there isn’t much of a difference between the two; it’s the same language: notes, rhythms, and progressions equal design, color, shapes, and lines.",175,,"https://a.1stdibscdn.com/jennifer-bobola-paintings-reflection-2008-by-jennifer-bobola-mixed-media-abstract-painting-for-sale-picture-3/a_13082/a_152236621728601436205/pja9ovzq129j1vkitbgq_master.jpg, https://a.1stdibscdn.com/jennifer-bobola-paintings-reflection-2008-by-jennifer-bobola-mixed-media-abstract-painting-for-sale-picture-2/a_13082/a_152236621728601429467/7zu5v7jljde009e9r6c7_master.jpg, https://a.1stdibscdn.com/jennifer-bobola-paintings-reflection-2008-by-jennifer-bobola-mixed-media-abstract-painting-for-sale-picture-6/a_13082/a_152236621728601453159/46g2hernjh6bhm7nni6e_master.jpg, https://a.1stdibscdn.com/jennifer-bobola-paintings-reflection-2008-by-jennifer-bobola-mixed-media-abstract-painting-for-sale-picture-4/a_13082/a_152236621728601441294/bxkbjtu90xgk3upkmtol_master.jpg, https://a.1stdibscdn.com/jennifer-bobola-paintings-reflection-2008-by-jennifer-bobola-mixed-media-abstract-painting-for-sale/a_13082/a_152236621728601413638/314wlozs4a9k28pjo0ek_master.jpg, https://a.1stdibscdn.com/jennifer-bobola-paintings-reflection-2008-by-jennifer-bobola-mixed-media-abstract-painting-for-sale-picture-5/a_13082/a_152236621728601447406/rhlfaq7yz6rxdqfqdo6g_master.jpg",Jennifer Bobola(American),14.0,12.0,,1.0,"Mixed Media, ",Abstract Expressionist,"Created in 2008, Period: 21st Century",Excellent
