title,sku,price,retail_price,category,sub_category,description,width,height,depth,tags,brand,designer,images
Four Drawer Teak Gentleman'S Chest By Tibergaard,7125644902532,1675.0,,storage,STORAGE,Origin: Denmark. Designer: G Tibergaard Nielsen. Manufacturer: G Tibergaard Nielsen. Era: 1960s. Materials: Teak. Measurements: 31.25″ wide x 16″ deep x 31.5″ tall,31.25,31.5,16,"1960s, 2023, DA11994, DANISH MODERN, Denmark, depth:16, Dressers, FOUR DRAWER, G Tibergaard Nielsen, GENTLEMAN'S CHES, height:29.5, June2023, NEW SHIPMENT - JUNE 2023, restored, STORAGE, TEAK, TIBERGAARD, width:31.5",G Tibergaard Nielsen,G Tibergaard Nielsen,https://midcenturymobler.com/cdn/shop/files/DA11994.jpg?v=1688273911
Small Rosewood Credenza By Kai Winding,6944358891652,4100.0,,storage,CREDENZA,Origin: Denmark. Designer: Kai Winding. Manufacturer: Willy Beck. Era: 1960s. Materials: Rosewood. Measurements: 47″ wide x 16.5″ deep x 28″ tall,47,28,16.5,"1960s, 2023, CREDENZA, DA12803, Denmark, DENMARK - JANUARY 2023, JANUARY 2023, Kai Winding, restored, Rosewood, SMALL CREDENZA, Willy Beck",Willy Beck,Kai Winding,"https://midcenturymobler.com/cdn/shop/products/DA12803.jpg?v=1661587771, https://midcenturymobler.com/cdn/shop/products/DA12803b.jpg?v=1661587771, https://midcenturymobler.com/cdn/shop/products/DA12803c.jpg?v=1661587771"
Highback Winged Falcon Chair In Rust Leather,7244636291204,2500.0,,seating,LOUNGE CHAIR,"Origin: NorwayDesigner: Sigurd RessellManufacturer: Vatne MøblerEra: 1960sMaterials: Leather, Bent BeechMeasurements: 32″ wide x 33″ deep x 39.5″ tallSeat Height: 18″ tall Condition: In excellent original condition.",32,39.5,33,"depth:33, falcon, height:39.5, highback, lounge, norway, norwegian, vatne, width:32, winged",,,"https://midcenturymobler.com/cdn/shop/files/DSC_0561.jpg?v=1711166613, https://midcenturymobler.com/cdn/shop/files/DSC_0543.jpg?v=1711166615, https://midcenturymobler.com/cdn/shop/files/DSC_0540.jpg?v=1711166614, https://midcenturymobler.com/cdn/shop/files/DSC_0548.jpg?v=1711166613, https://midcenturymobler.com/cdn/shop/files/DSC_0550.jpg?v=1711166612, https://midcenturymobler.com/cdn/shop/files/DSC_0554.jpg?v=1711166616, https://midcenturymobler.com/cdn/shop/files/DSC_0556.jpg?v=1711166614, https://midcenturymobler.com/cdn/shop/files/DSC_0565.jpg?v=1711166612"
Space Age Ufo Table Lamp By Fog + Morup #4,6710760276100,1650.0,,lighting,lighting,"Origin: Denmark. Designer: Unknown. Manufacturer: Fog + Morup. Era: 1960s. Materials: Steel, Plastic. Measurements: 17.5″ diameter x 19″ tall Condition: In excellent original condition.",,19,,"1960s, AGE, denmark, diameter, diameter:17.5, fog, FOG + MORUP, height:19, lamp, model, modern, morup, October 2021, plastic, PRE-ORDER, SPACE, space age, SPACE AGE UFO TABLE LAMP, steel, table, table lamp, ufo",Fog + Morup,,https://midcenturymobler.com/cdn/shop/products/DA12206.jpg?v=1642636871
Italian Modern Dining Set In Glass And Chrome By Gastone Rinaldi,7218119442564,6500.0,,seating,DINING SET,"Origin: ItalyDesigner: Gastone RinaldiManufacturer: RimaEra: 1970sMaterials: Chrome, GlassMeasurements: 66 (table) 19.5 (chairs)″ wide x 29 (table) 20 (chairs)″ deep x 29 (table) 31 (chairs)″ tall Condition: In excellent original condition with typical wear for its vintage.",,,,"1970s, chrome, DENMARK - JANUARY 2024, Gastone Rinaldi, glass, ITALIAN MODERN DINING SET IN GLASS AND CHROME BY GASTONE RINALDI, Italy, PRE-ORDER, Rima",,,"https://midcenturymobler.com/cdn/shop/files/DA13206.jpg?v=1705297817, https://midcenturymobler.com/cdn/shop/files/DA13206b.jpg?v=1705297814, https://midcenturymobler.com/cdn/shop/files/DA13206c.jpg?v=1705297816, https://midcenturymobler.com/cdn/shop/files/DA13206d.jpg?v=1705297815, https://midcenturymobler.com/cdn/shop/files/DA13206e.jpg?v=1705297818, https://midcenturymobler.com/cdn/shop/files/DA13206f.jpg?v=1705297818, https://midcenturymobler.com/cdn/shop/files/DA13206g.jpg?v=1705297817, https://midcenturymobler.com/cdn/shop/files/DA13206h.jpg?v=1705297813, https://midcenturymobler.com/cdn/shop/files/DA13206i.jpg?v=1705297813, https://midcenturymobler.com/cdn/shop/files/DA13206j.jpg?v=1705297815, https://midcenturymobler.com/cdn/shop/files/DA13206k.jpg?v=1705297816, https://midcenturymobler.com/cdn/shop/files/DA13206l.jpg?v=1705297814, https://midcenturymobler.com/cdn/shop/files/DA13206m.jpg?v=1705297819, https://midcenturymobler.com/cdn/shop/files/DA13206n.jpg?v=1705297815"
Arne Vodder Three Seat Settee In Teak,6710739370116,5650.0,,seating,Sofas,Origin: Denmark. Designer: Arne Vodder. Manufacturer: Glostrup Möbelfabrik. Era: 1960s. Materials: Teak. Measurements: Inquire for dimensions,,,,"1960s, 2022, arne vodder, ARNE VODDER THREE SEAT SETTEE, denmark, Glostrup Möbelfabrik, January 2022, PRE-ORDER, restore, restored, settee, teak, THREE SEAT SETTEE, upholstery",Glostrup Möbelfabrik,Arne Vodder,"https://midcenturymobler.com/cdn/shop/products/DA12392.jpg?v=1642634793, https://midcenturymobler.com/cdn/shop/products/DA12392c.jpg?v=1642634793, https://midcenturymobler.com/cdn/shop/products/DA12392d.jpg?v=1642634793, https://midcenturymobler.com/cdn/shop/products/DA12392b.jpg?v=1642634793"
Large Axel Christiansen Teak Credenza,7006251548804,5400.0,,storage,CREDENZA,Origin: Denmark. Designer: Axel Cristiansen. Manufacturer: ACO. Era: 1960s. Materials: Teak. Measurements: 79″ wide x 18″ deep x 32.5″ tall.,79,32.5,18,"1960s, 2023, ACO, Axel Cristiansen, CREDENZA, Denmark, depth:18, England, height:33, LARGE, NW50284, PRE ORDER, restored, Teak, width:79",ACO,Axel Cristiansen,"https://midcenturymobler.com/cdn/shop/products/DSC_9771_fa34f7dc-df0c-44a7-aef3-0452f46144fc.jpg?v=1674536510, https://midcenturymobler.com/cdn/shop/products/DSC_9773_28c24dd6-2274-4afa-ac97-f52cbae55e5e.jpg?v=1674536595, https://midcenturymobler.com/cdn/shop/products/DSC_9778_8b945d5d-d01a-47cf-bea4-1db0e3a57a2b.jpg?v=1674536595, https://midcenturymobler.com/cdn/shop/products/DSC_9785_3cafcdb2-7ec8-4fcd-b99f-539c3acfa010.jpg?v=1674536595, https://midcenturymobler.com/cdn/shop/products/DSC_9789.jpg?v=1674536595, https://midcenturymobler.com/cdn/shop/products/DSC_9790_74776a15-7cac-47c9-8214-c32793ac3086.jpg?v=1674536595"
Bow Edge Draw Leaf Dining Table In Rosewood,6764440125572,3100.0,,tables,Tables,"Origin: DenmarkDesigner: UnknownManufacturer: UnknownEra: 1960sMaterials: RosewoodMeasurements: 53″ (closed), 88.5″ (open) wide x 33.5″ deep x 29.5″ tall Condition: In excellent original condition with typical wear for its vintage.",88.5,29.5,33.5,"1960s, 2022, April 2022, BOW EDGE DRAW LEAF DINING TABLE, Denmark, depth:33.5, DINING TABLE, height:29.5, restored, width:53, width:88.5",,,"https://midcenturymobler.com/cdn/shop/products/DA12641.jpg?v=1647415655, https://midcenturymobler.com/cdn/shop/products/DA12641a.jpg?v=1647415656, https://midcenturymobler.com/cdn/shop/products/DA12641b.jpg?v=1647415656, https://midcenturymobler.com/cdn/shop/products/DA12641c.jpg?v=1647415656"
Pink Ombre Amoeba Planter,7254303965316,250.0,,accessories,pottery,"Designed and manufactured by Oakland artist Justin Kiene, these organic planters and vases are inspired by the shapes of the natural and microscopic world. Each piece is hand thrown and glazed, making it unique in tone, shape and finish. Origin: USADesigner: Justin KieneManufacturer: Justin Kiene StudiosEra: 2024Measurements: 7"" diameter x 5.75"" tall",7,5.75,7,"artist, depth:7, height:5.75, justin kiene, oakland, organic, planter, pottery, width:7",,,"https://midcenturymobler.com/cdn/shop/files/IMG_2954.jpg?v=1713213112, https://midcenturymobler.com/cdn/shop/files/IMG_2954_4e2878c0-fa1d-43a3-9478-2e3f1ea5a394.jpg?v=1713213113, https://midcenturymobler.com/cdn/shop/files/IMG_2955.jpg?v=1713213112"
Børge Mogensen Teak + Oak Credenza,6957876805764,4300.0,,storage,CREDENZA,"Origin: Denmark. Designer: Børge Mogensen. Manufacturer: Søborg. Era: 1960s. Materials: Teak, Oak. Measurements: 59″ wide x 18″ deep x 34.25″ tall",59,34.25,18,"1960s, 2023, Børge Mogensen, CREDENZA, DA12808, Denmark, Denmark- October 2023, depth:18, height:34.25, Oak, October 2021, PRE-ORDER, restored, Søborg, Teak, width:59",Søborg,Børge Mogensen,"https://midcenturymobler.com/cdn/shop/products/DA12808.jpg?v=1662795937, https://midcenturymobler.com/cdn/shop/products/DA12808b.jpg?v=1662795937, https://midcenturymobler.com/cdn/shop/products/DA12808a.jpg?v=1662795937"
"Younger ""Fonseca"" Credenza In Teak + Afromosia",7206884180100,3850.0,,storage,CREDENZA,"Origin: EnglandDesigner: UnknownManufacturer: A. Younger LtdEra: 1960sMaterials: Teak, AfromosiaMeasurements: 82.5″ wide x 19.5″ deep x 30″ tall.",82.5,30,19.5,"1960s, A. YOUNGER LTD, afromosia, credenza, depth:19.5, england, ENGLAND - JANUARY 2024, height:30, restore, restored, teak, width:82.5","A. Younger LtdEra: 1960sMaterials: Teak, AfromosiaMeasurements: 82.5″ wide x 19.5″ deep x 30″ tall","UnknownManufacturer: A. Younger LtdEra: 1960sMaterials: Teak, AfromosiaMeasurements: 82.5″ wide x 19.5″ deep x 30″ tall","https://midcenturymobler.com/cdn/shop/files/DSC_8128.png?v=1709263079, https://midcenturymobler.com/cdn/shop/files/DSC_8133.png?v=1709263116, https://midcenturymobler.com/cdn/shop/files/DSC_8136.png?v=1709263116, https://midcenturymobler.com/cdn/shop/files/DSC_8140.png?v=1709263116, https://midcenturymobler.com/cdn/shop/files/DSC_8144.png?v=1709263116, https://midcenturymobler.com/cdn/shop/files/DSC_8147.png?v=1709263116, https://midcenturymobler.com/cdn/shop/files/DSC_8150.png?v=1709263116, https://midcenturymobler.com/cdn/shop/files/DSC_8156.png?v=1709263116"
Circular Teak + Tile Coffee Table By Haslev,7277866778756,2100.0,,tables,COFFEE TABLE,"Origin: Denmark. Designer: Unknown. Manufacturer: Haslev Møbelsnedkeri. Era: 1970s. Materials: Teak, Tile. Measurements: 46″ wide x 46″ deep x 21″ tall",46,21,46,"1970s, CIRCULAR TEAK, coffee table, denmark, DENMARK - AUGUST 2024, depth:46, haslev, Haslev Møbelsnedkeri, height:21, mid – late August 2024, new, PRE-ORDER, restore, restored, table, teak, tile, TILE COFFEE TABLE, width:46",Haslev Møbelsnedkeri,,"https://midcenturymobler.com/cdn/shop/files/DA13345.jpg?v=1719636149, https://midcenturymobler.com/cdn/shop/files/DA13345b.jpg?v=1719636150"
Pair Of Walnut + Brass Corner Units / Nightstands,7256684167300,1675.0,2100.0,storage,Nightstands,"Origin: USADesigner: UnknownManufacturer: UnknownEra: 1960sMaterials: Walnut, BrassMeasurements: 25.25″ wide x 18″ deep x 28.25″ tall",25.25,28.25,18,"brass, corner cabinet, depth:!8, height:28.25, lane, nightstands, restored, sale, storage, walnut, width:25.25",,,"https://midcenturymobler.com/cdn/shop/files/DSC_1809.jpg?v=1713818747, https://midcenturymobler.com/cdn/shop/files/DSC_1802.jpg?v=1713818747, https://midcenturymobler.com/cdn/shop/files/DSC_1806.jpg?v=1713818746, https://midcenturymobler.com/cdn/shop/files/DSC_1812.jpg?v=1713818749, https://midcenturymobler.com/cdn/shop/files/DSC_1816.jpg?v=1713818746, https://midcenturymobler.com/cdn/shop/files/DSC_1818.jpg?v=1713818745, https://midcenturymobler.com/cdn/shop/files/DSC_1821.jpg?v=1713818745, https://midcenturymobler.com/cdn/shop/files/DSC_1825.jpg?v=1713818748, https://midcenturymobler.com/cdn/shop/files/DSC_1830.jpg?v=1713818749"
"""Premo"" Freestanding Corner Wall Unit In Teak",6710732390532,3500.0,,storage,Cabinets & Storage,"Origin: Sweden. Designer: Unknown. Manufacturer: Bröderna Gustafsson Möbelfabrik, Virserum. Era: 1950s. Materials: Teak. Measurements: Inquire For Dimensions",,,,"2021, CORNER WALL UNIT, danish, danish modern, denmark, FREESTANDING CORNER WALL UNIT, HALLWAY STAND, modern, October, October 2021, PRE-ORDER, PREMO, restored, teak, wall unit","Bröderna Gustafsson Möbelfabrik, Virserum",,"https://midcenturymobler.com/cdn/shop/products/DA12330.jpg?v=1642633955, https://midcenturymobler.com/cdn/shop/products/DA12330c.jpg?v=1642633955, https://midcenturymobler.com/cdn/shop/products/DA12330d.jpg?v=1642633955, https://midcenturymobler.com/cdn/shop/products/DA12330e.jpg?v=1642633955, https://midcenturymobler.com/cdn/shop/products/DA12330f.jpg?v=1642633955, https://midcenturymobler.com/cdn/shop/products/DA12330g.jpg?v=1642633955, https://midcenturymobler.com/cdn/shop/products/DA12330b.jpg?v=1642633956"
Atomic Double Tiered High Sideboard In Teak,7277870186628,6100.0,,storage,HIGH SIDEBOARD,Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Teak. Measurements: 62″ wide x 17.75″ deep x 63″ tall,62,63,17.75,"1960s, ATOMIC DOUBLE TIERED HIGH SIDEBOARD IN TEAK, denmark, DENMARK - AUGUST 2024, depth:17.75, DOUBLE TIERED, height:63, HIGH SIDEBOARD, mid – late August 2024, PRE-ORDER, restore, restored, sideboard, teak, width:62",,,"https://midcenturymobler.com/cdn/shop/files/DA13353.jpg?v=1719638726, https://midcenturymobler.com/cdn/shop/files/DA13353b.jpg?v=1719638726, https://midcenturymobler.com/cdn/shop/files/DA13353c.jpg?v=1719638726, https://midcenturymobler.com/cdn/shop/files/DA13353d.jpg?v=1719638726, https://midcenturymobler.com/cdn/shop/files/DA13353e.jpg?v=1719638725"
Pair Of G Plan Fresco Three Drawer Nightstands,7301119148164,2325.0,,storage,NIGHTSTANDS,"Origin: England. Designer: Victor B. Wilkins. Manufacturer: G Plan. Era: 1966. Materials: Teak, Afromosia. Measurements: 19"" wide x 17.5"" deep x 20.75"" tall",19,20.75,17.5,"1966, afromosia, depth: 18, england, England - November 2024, englandnov2024, fresco, g plan, height: 20.5, new, nightstands, restore, restored, teak, three drawer, Victor B. Wilkins, width: 19",G Plan,Victor B. Wilkins,"https://midcenturymobler.com/cdn/shop/files/DSC_7239.jpg?v=1731052792, https://midcenturymobler.com/cdn/shop/files/DSC_7235.jpg?v=1731052792, https://midcenturymobler.com/cdn/shop/files/DSC_7241.jpg?v=1731052792, https://midcenturymobler.com/cdn/shop/files/DSC_7244.jpg?v=1731052792, https://midcenturymobler.com/cdn/shop/files/DSC_7247.jpg?v=1731052792, https://midcenturymobler.com/cdn/shop/files/DSC_7250.jpg?v=1731052792, https://midcenturymobler.com/cdn/shop/files/DSC_7255.jpg?v=1731052792, https://midcenturymobler.com/cdn/shop/files/DSC_7260.jpg?v=1731052792"
Long Teak Framed Wall Mirror,6710734454916,850.0,,accessories,accessories,"Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Teak, Mirror. Measurements: 13.5″ wide x 36.5″ tall Condition: In excellent original condition.",13.5,36.5,,"1960s, 2021, danish, danish modern, denmark, FRAMED WALL MIRROR, height:36.5, LONG TEAK FRAMED, mirror, modern, October, October 2021, PRE-ORDER, teak, wall, WALL MIRROR, width:13.5",,,https://midcenturymobler.com/cdn/shop/products/DA12308.jpg?v=1642634144
1950S Italian Modern Four Bay Wall Unit In Rosewood,6710677995652,9450.0,,storage,Cabinets & Storage,"Origin: Italy. Designer: Unknown. Manufacturer: Unknown. Era: 1950s. Materials: Rosewood, Wool, Brass. Measurements: 138″ wide x 18″ deep x 79.5″ tall Condition: In excellent original condition with some light vintage wear",138,79.5,18,"bookcase, credenza, depth:18, dresser, height:79.5, modular, peter hvidt, rosewood, sliding, teak, width:138",,,"https://midcenturymobler.com/cdn/shop/products/IMG_0113.jpg?v=1642627032, https://midcenturymobler.com/cdn/shop/products/IMG_0103.jpg?v=1642627033, https://midcenturymobler.com/cdn/shop/products/IMG_0107.jpg?v=1642627033, https://midcenturymobler.com/cdn/shop/products/IMG_0120.jpg?v=1642627033, https://midcenturymobler.com/cdn/shop/products/IMG_0122.jpg?v=1642627033, https://midcenturymobler.com/cdn/shop/products/IMG_0106.jpg?v=1642627033, https://midcenturymobler.com/cdn/shop/products/IMG_0109.jpg?v=1642627033"
Brown Clay Amoeba Matte Glazed Vase With Shiny Jade Dots,7254302163076,185.0,,accessories,pottery,"Designed and manufactured by Oakland artist Justin Kiene, these organic planters and vases are inspired by the shapes of the natural and microscopic world. Each piece is hand thrown and glazed, making it unique in tone, shape and finish. Origin: USADesigner: Justin KieneManufacturer: Justin Kiene StudiosEra: 2024Measurements: 4.5"" diameter x 7.75"" tall",4.5,7.75,4.5,"artist, depth:4.5, height:7.75, justin kiene, oakland, organic, planter, pottery, width:4.5",,,"https://midcenturymobler.com/cdn/shop/files/IMG_2984.jpg?v=1713211352, https://midcenturymobler.com/cdn/shop/files/IMG_2984_0255a7ea-39e9-4897-bd8c-cef18850f0f5.jpg?v=1713211353, https://midcenturymobler.com/cdn/shop/files/IMG_2985.jpg?v=1713211351"
1960S Tripod Arrow Floor Lamp In Brass,6710727245956,2500.0,,lighting,lighting,"Origin: France. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Brass, Mahogany. Measurements: 70.25″ tall Condition: In excellent original condition with age related patina to brass. Shade can be replaced upon request.",,70.25,,"1960s, 2021, ARROW, brass, denmark, floor, floor lamp, france, height:70.25, lamp, mahogany, October, October 2021, PRE-ORDER, tripod, TRIPOD ARROW, TRIPOD ARROW FLOOR LAMP",,,"https://midcenturymobler.com/cdn/shop/products/DA12250.jpg?v=1642633304, https://midcenturymobler.com/cdn/shop/products/DA12250d.jpg?v=1642633304, https://midcenturymobler.com/cdn/shop/products/DA12250c.jpg?v=1642633304, https://midcenturymobler.com/cdn/shop/products/DA12250b.jpg?v=1642633304"
French Modern Low Sideboard In Beech And Maple,6710765322372,6400.0,,storage,Cabinets & Storage,"Origin: France. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Beech. Measurements: 86.5"" wide x 19"" deep x 34.5"" tall",86.5,34.5,19,"1960s, 2022, beech, denmark, depth:19, england, france, FRENCH MODERN, FRENCH MODERN LOW SIDEBOARD, height:34.5, March 2022, PRE-ORDER, restored, sideboard, width:86.5",,,"https://midcenturymobler.com/cdn/shop/products/DSC_4996_1850a79d-1c9f-4703-9dc7-1e46379228d5.jpg?v=1653250288, https://midcenturymobler.com/cdn/shop/products/DSC_5007_f6cf66d6-3312-4176-81f1-28a50ec6645b.jpg?v=1653250287, https://midcenturymobler.com/cdn/shop/products/DSC_5010_81910064-988b-40d9-bcb6-5afb61ec46e8.jpg?v=1653250287, https://midcenturymobler.com/cdn/shop/products/DSC_5015.jpg?v=1653250289, https://midcenturymobler.com/cdn/shop/products/DSC_5021_0e800624-bc2d-48e0-8c6a-8236a9e10823.jpg?v=1653250288, https://midcenturymobler.com/cdn/shop/products/DSC_5024.jpg?v=1653250288, https://midcenturymobler.com/cdn/shop/products/DSC_5030_ca8c3f0b-1137-498a-9263-33de6ef86dad.jpg?v=1653250288, https://midcenturymobler.com/cdn/shop/products/DSC_5033.jpg?v=1653250287, https://midcenturymobler.com/cdn/shop/products/DSC_5039_fca06c14-43ba-4252-a0e0-3e7fd29ddb18.jpg?v=1653250288, https://midcenturymobler.com/cdn/shop/products/DSC_5045_598c1078-1b7f-4dc4-8279-4e8bca2894bb.jpg?v=1653250289, https://midcenturymobler.com/cdn/shop/products/DSC_5052_f5755579-a456-4fe1-99a0-4cdf5f9abce6.jpg?v=1653250289"
Mid Century Modern Credenza In Teak,7207009550468,4385.0,,storage,CREDENZA,"Origin: EnglandDesigner: UnknownManufacturer: DalescraftEra: 1960sMaterials: TeakMeasurements: 78"" wide x 18"" deep x 31"" tall",78,31,18,"1960s, credenza, denmark, depth:18, ENGLAND - JANUARY 2024, height:31, PRE-ORDER, restored, teak, width:78",,,"https://midcenturymobler.com/cdn/shop/files/DSC_7944.png?v=1709181508, https://midcenturymobler.com/cdn/shop/files/DSC_7950.png?v=1709181513, https://midcenturymobler.com/cdn/shop/files/DSC_7952.png?v=1709181513, https://midcenturymobler.com/cdn/shop/files/DSC_7956.png?v=1709181513, https://midcenturymobler.com/cdn/shop/files/DSC_7959.png?v=1709181513, https://midcenturymobler.com/cdn/shop/files/DSC_7963.png?v=1709181513"
Norwegian Modern Bentwood Rocking Chair,7145175154820,3400.0,,seating,ROCKING CHAIR,"Origin: NorwayDesigner: UnknownManufacturer: UnknownEra: 1970sMaterials: Bent BeechMeasurements: 27"" wide x 32"" deep x 37″ tall, Seat 21"" tall (front), 13"" (back)",27,37,32,"chair, Denmark, depth:32, height:37, lounge chair, LOUNGE CHAIRS, norway, ORGANIC BENTWOOD, restore, restored, ROCKING CHAIR, SEATING, upholstery, width:27",,,"https://midcenturymobler.com/cdn/shop/files/DSC_2183_be24d4ee-583b-4eaf-aac4-5d078f9dddbb.jpg?v=1691087254, https://midcenturymobler.com/cdn/shop/files/DSC_2171.jpg?v=1691087254, https://midcenturymobler.com/cdn/shop/files/DSC_2177_f6d8de49-ca0c-402b-b441-e9265b15a41b.jpg?v=1691087254, https://midcenturymobler.com/cdn/shop/files/DSC_2185_285ab710-bec0-4661-a53e-81511eae7bf8.jpg?v=1691087254, https://midcenturymobler.com/cdn/shop/files/DSC_2193_c33dd228-456d-44f7-a483-b5efd7ae084c.jpg?v=1691087254, https://midcenturymobler.com/cdn/shop/files/DSC_2195_10ef4134-f637-4f14-9b6b-ea1b984704a2.jpg?v=1691087254, https://midcenturymobler.com/cdn/shop/files/DSC_2197_612fce63-842a-4199-86fa-c54a3e97475d.jpg?v=1691087254, https://midcenturymobler.com/cdn/shop/files/DSC_2203_a4acf673-f269-4aec-be1c-283ade201387.jpg?v=1691087254, https://midcenturymobler.com/cdn/shop/files/DSC_2205_625076b2-dac9-4d20-a5ee-dcefbedf7ad9.jpg?v=1691087254"
Danish Modern Sliding Door Teak Credenza With Keeler Edge,7112787787908,4450.0,5800.0,storage,CREDENZA,"Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Teak. Measurements: 79"" wide x 17.5"" deep x 34"" tall",79,34,17.5,"1960s, 2023, August, CREDENZA, DANISH MODERN, depth:17.5, England, height:34, KEELER EDGE, NW50338, restored, sale, SLIDING DOOR, TEAK, width:79",,,"https://midcenturymobler.com/cdn/shop/files/DSC_4000_4daf859d-bfbc-4919-967f-43029d7c6dad.jpg?v=1692556737, https://midcenturymobler.com/cdn/shop/files/DSC_4004_7d0b9f0e-a745-4c54-b5dd-3f25177e573d.jpg?v=1692556748, https://midcenturymobler.com/cdn/shop/files/DSC_4006_074db6fa-feba-42ed-b02e-ba1eeadf8103.jpg?v=1692556748, https://midcenturymobler.com/cdn/shop/files/DSC_4013.jpg?v=1692556748, https://midcenturymobler.com/cdn/shop/files/DSC_4018_6246d073-9904-416e-8620-25b9f6a5289a.jpg?v=1692556748, https://midcenturymobler.com/cdn/shop/files/DSC_4025_681cf84b-a821-4f7b-9d7e-c3e4b1c44eef.jpg?v=1692556748, https://midcenturymobler.com/cdn/shop/files/DSC_4028_3a17d508-ea70-4030-b4b3-70be3fb52ba2.jpg?v=1692556748, https://midcenturymobler.com/cdn/shop/files/DSC_4031_3fa88828-6ba5-4de3-b67d-d285db00640e.jpg?v=1692556748, https://midcenturymobler.com/cdn/shop/files/DSC_4034_0e2b7734-e978-4fe3-967c-b404ff3d4273.jpg?v=1692556748, https://midcenturymobler.com/cdn/shop/files/DSC_4037_0a2b3ac4-9129-41f3-a1cc-b23eae52ebf1.jpg?v=1692556748"
"Illum Wikkelsø ""Genius"" Coffee Table In Rosewood",7279942434948,4250.0,,tables,COFEE TABLE,Origin: DenmarkDesigner: Illum WIkkeosøManufacturer: CFC SilkeborgEra: 1960sMaterials: RosewoodMeasurements: 42″ wide x 42″ deep x 17.5″ tall,42,17.5,42,"cfc silkeborg, coffee table, danish, depth:42, genius, genius model, glass, height:17.5, illum wikkelso, new, restored, rosewood, round, Silkeborg, Silkeborg Møbelfabrik, width:42",,,"https://midcenturymobler.com/cdn/shop/files/DSC_4153_22de571e-f614-43cb-9026-139c02c8e39d.jpg?v=1720582971, https://midcenturymobler.com/cdn/shop/files/DSC_4145_a2888a55-129a-40ac-a7ca-0733365c068f.jpg?v=1720582971, https://midcenturymobler.com/cdn/shop/files/DSC_4158_6cc506be-492b-408e-b62e-4c79014564fd.jpg?v=1720582971, https://midcenturymobler.com/cdn/shop/files/DSC_4167_9af7b257-7b6d-436a-8fab-3e7ca0dc0833.jpg?v=1720582971, https://midcenturymobler.com/cdn/shop/files/DSC_4170_1288b36f-9ac5-4a07-9984-be1b8e699ee1.jpg?v=1720582971, https://midcenturymobler.com/cdn/shop/files/DSC_4173_b717d549-2e92-4199-98af-529e77c40e58.jpg?v=1720582971, https://midcenturymobler.com/cdn/shop/files/DSC_4176_9ab86563-5d25-47e4-af85-1e7618e07eff.jpg?v=1720582971"
Bow Front Corner Unit In Brazilian Rosewood,7241459892356,3750.0,,storage,,This beautifully understated bow front corner unit in Brazilian rosewood will easily become the new focal point of any room. The curved doors unlock onto a felt lined interior with three fixed shelves. The lower two drawers are adorned with hand turned curled rosewood pulls. In excellent original condition with typical wear for its vintage. Origin: DenmarkDesigner: UnknownManufacturer: UnknownEra: 1960sMaterials: RosewoodMeasurements: 32″ wide (front left corner to front right corner) x 22.5″ deep (back corner to middle front) x 55″ tallBack corner to front left side: 22.5″Upper Interior: 28″ wide x 19.5″ deep x 34.5″ tall,32,55,22.5,"bow front, bowfront, corner unit, cornerunit, cupboard, depth:22.5, height:55, rosewood, storage, width:32",,,"https://midcenturymobler.com/cdn/shop/files/DA13244.jpg?v=1710399224, https://midcenturymobler.com/cdn/shop/files/DA13244b.jpg?v=1710399222, https://midcenturymobler.com/cdn/shop/files/DA13244bb.jpg?v=1710399225, https://midcenturymobler.com/cdn/shop/files/DA13244c.jpg?v=1710399223, https://midcenturymobler.com/cdn/shop/files/DA13244d.jpg?v=1710399223"
Set Of Six Pj 3-2 Teak Dining Chairs By Grete Jalk,7218407014532,8400.0,,seating,DINING CHAIR,"Origin: DenmarkDesigner: Grete JalkManufacturer: Poul JeppsenEra: 1950sMaterials: TeakMeasurements: 19.75"" wide x 19"" deep x 30"" tall Condition: In good original condition with vintage wear. Price includes refinishing of frames and new upholstery in your choice of fabric. Restoration Includes:• Structural + joint repair (if necessary) on all joints• Refinish all wood surfaces in lacquer• New custom upholstery with fresh foam and material (inquire for available fabrics and physical samples) Fabrics recommend for upholstery: HallingdalTonusTonicaClaraDivina MD",19.75,30,19,"1950s, denmark, DENMARK - JANUARY 2024, depth:19, grete jalk, height:30, Poul Jeppsen, PRE-ORDER, SET OF SIX PJ 3-2 TEAK DINING CHAIRS, teak, width:19.75",,,"https://midcenturymobler.com/cdn/shop/files/DA13226.jpg?v=1705400132, https://midcenturymobler.com/cdn/shop/files/DA13226c.jpg?v=1705400131, https://midcenturymobler.com/cdn/shop/files/DA13226b.jpg?v=1705400133, https://midcenturymobler.com/cdn/shop/files/DA13226bb.jpg?v=1705400132, https://midcenturymobler.com/cdn/shop/files/DA13226d.jpg?v=1705400130, https://midcenturymobler.com/cdn/shop/files/DA13226e.jpg?v=1705400131, https://midcenturymobler.com/cdn/shop/files/DA13226f.jpg?v=1705400130"
