title,sku,price,retail_price,description,width,depth,height,tags,images
Pair of Modern Tulip Style  Side Tables from Davis Furniture,21086,1945.0,2700.0,"Explore the exquisite Pair of Modern Tulip Style Side Tables from Davis Furniture, a testament to timeless design and contemporary elegance. Crafted with precision and attention to detail, these side tables feature a sleek silhouette inspired by classic tulip motifs, adding a touch of sophistication to any space. The durable construction ensures longevity, while the minimalist yet stylish design makes them versatile pieces for various interior styles. Whether used as chic accent pieces in a living room or functional additions to a stylish lounge area, these side tables effortlessly combine form and function. Its neutral color palette complements a range of decor styles, making them a favorite among designers and decorators seeking to create harmonious and visually appealing spaces. Transform your interiors with the understated charm and practicality of these Modern Tulip Style Side Tables from Davis Furniture, perfect for showcasing your impeccable taste and design sensibility.FREE SHIPPING to Anywhere in the US 48 States",21,21,26.3,"pair, modern, tulip, style, side-table, davis-furniture, table","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711121273524-55S2VIJK1RKH1UHQKH55/Pair+of+Modern+Tulip+Style++Side+Tables+from+Davis+Furniture+%282%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711039420229-92IISTUZ4J1CZIBM8DWK/Pair+of+Modern+Tulip+Style++Side+Tables+from+Davis+Furniture+%281%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711039420066-LA5JO846PDNFV2DTT2AB/Pair+of+Modern+Tulip+Style++Side+Tables+from+Davis+Furniture-min.JPG"
Vintage James Mont Style Loveseat,SQ4702161,1295.0,4200.0,"Envelop your space in the decadent embrace of the Vintage James Mont Style Loveseat, upholstered in sumptuous green velvet. This exquisite piece captures the essence of Mont's design ethos, blending the opulence of Art Deco with the mystique of Eastern motifs. The loveseat's plush velvet is a nod to the era's indulgence, inviting touch with its luxurious texture and rich, emerald hue. Its bold silhouette and lavish materials make it a standout addition to any interior, offering designers and decorators a chance to infuse their projects with a touch of mid-century glamour and an air of bespoke sophistication.** Damaged upholsteryFREE SHIPPING to Anywhere in the US 48 States",54.5,33,29.5,"james-mont, loveseat, sofa, velvet, vintage","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701787526815-8ZD31LOO93NT93B466NY/Pair+of+Vintage+James+Mont+Style+Loveseats+3+%281%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701707769522-JNWVPLN5SYB3OG4O5SV8/Pair+of+Vintage+James+Mont+Style+Loveseats.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701787525975-1ZP7K5I4DY8397958HGM/Pair+of+Vintage+James+Mont+Style+Loveseats+6.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701787525698-WZ4RMK3WM3LU7J6MCSRB/Pair+of+Vintage+James+Mont+Style+Loveseats+5.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701707811575-EPTA42O81141X6PW1FTN/Pair+of+Vintage+James+Mont+Style+Loveseats+2.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701707808702-BTSS7N8K6FRFFJ6DFY7R/Pair+of+Vintage+James+Mont+Style+Loveseats+4.jpg"
Old Bones CO Romeo Gold Console,21080,2295.0,3738.0,"Embrace timeless sophistication with the Old Bones CO Romeo Gold Console, a pinnacle of luxury for discerning designers and decorators. Crafted with meticulous attention to detail, this console boasts exquisite gold accents and a sleek design that exudes opulence. Its generous size and functional layout make it a versatile addition to any interior space, seamlessly blending with both modern and classic decor themes. Elevate your design projects with the Romeo Gold Console's refined elegance and captivating allure, setting a new standard for luxury in your curated spaces. Experience the perfect harmony of style and functionality with this statement piece from Old Bones CO.FREE SHIPPING to Anywhere in the US 48 States",54,15.5,32.5,"old-bones, co, romeo, gold, console, table","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711121408966-P4HYPJFVD4O3W7WXSKZ6/Old+Bones+CO+Romeo+Gold+Console.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711046217429-7C2WMSFUZSC3WIH8UAAO/white-Old+Bones+CO+Romeo+Gold+Console.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711046217966-N0RMR5HYE65993OQ0I2I/white-Old+Bones+CO+Romeo+Gold+Console+%282%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711046217989-SQJ5ODYKL99OH6HSO0I1/white-Old+Bones+CO+Romeo+Gold+Console+%284%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711046217948-RJOTZ0MV0SXMFQYCGK1N/white-Old+Bones+CO+Romeo+Gold+Console+%281%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711046218172-YJM5MEONWP4WPXIPYVTF/white-Old+Bones+CO+Romeo+Gold+Console+%283%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711046217966-8CMZVNG0M9GB1E53UUED/white-Old+Bones+CO+Romeo+Gold+Console+%286%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711046217587-XG3GTONTESX4NL52Q3W4/white-Old+Bones+CO+Romeo+Gold+Console+%285%29.JPG"
Odegard Hand Knotted Carpet,21136,2995.0,6200.0,"Crafted with meticulous artistry and timeless allure, the Odegard Hand-Knotted Carpet is the epitome of luxury in interior design. This carpet tells a unique story of tradition and craftsmanship through captivating patterns and rich textures, offering more than mere floor coverings but exquisite statements of elegance. Designed to elevate interior spaces, Odegard carpets blend seamlessly with various design styles, adding a touch of opulence and sophistication to any room. Renowned for unparalleled quality and aesthetic appeal, Odegard Hand-Knotted Carpets are a must-have for discerning designers and decorators looking to create captivating and refined spaces.FREE SHIPPING to Anywhere in the US 48 States",,,,"odegard, hand-knotted, carpet","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711118335767-YTSFNJCICNVAO2UQ30MS/Odegard+Hand+Knotted+Carpet+%281%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711118428197-9OIGKO5V8TCGXHRV71LK/Odegard+Hand+Knotted+Carpet+2.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711118428569-CWXI1DCIMJOKMDF6XX9H/Odegard+Hand+Knotted+Carpet+3.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711121964433-2TYJSUAL18RW5FXM48PR/Odegard+Hand+Knotted+Carpet+%282%29.JPG"
Pair of Vintage Motoko Ishii German Space Age Brass Flushmount or Sconce for Staff,SQ4815530,1795.0,2800.0,"The Pair of Vintage Motoko Ishii German Space Age Brass Flushmount or Sconce for Staff is a remarkable find that will captivate designers and decorators with its unique blend of retro-futuristic design. Crafted by the renowned Motoko Ishii, these vintage fixtures showcase a sleek brass construction and space-age aesthetics that exude a sense of boldness and innovation. Whether used as flushmounts or sconces, these fixtures provide both functional lighting and artistic flair, making them an exceptional choice for those seeking to create a distinctive and visually striking interior. The Pair of Vintage Motoko Ishii German Space Age Brass Flushmount or Sconce for Staff is a true testament to Ishii's iconic design sensibilities and will undoubtedly impress clients and elevate the overall aesthetic of any space.FREE SHIPPING to Anywhere in the US 48 States",,,,"vintage, motoko, ishii, german, space, age, brass, flushmount, sconce, staff","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711212642180-ULOIC50O92I57UN412WA/Pair+of+Vintage+Motoko+Ishii+German+Space+Age+Brass+Flushmount+or+Sconce+for+Staff+%281%29.png, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1707232308377-RGEFNM1Y84TRFXTJATXJ/Pair+of+Vintage+Motoko+Ishii+German+Space+Age+Brass+Flushmount+or+Sconce+for+Staff+A.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708551288012-396CU12TTWM9ILBPZN8D/Pair+of+Vintage+Motoko+Ishii+German+Space+Age+Brass+Flushmount+or+Sconce+for+Staff.png, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1706799881207-JQ2A20F7VEI84JGQZ4QL/Pair+of+Vintage+Motoko+Ishii+German+Space+Age+Brass+Flushmount+or+Sconce+for+Staff%282%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1706799882023-RP6OE3RJH4ER2SHO32AE/Pair+of+Vintage+Motoko+Ishii+German+Space+Age+Brass+Flushmount+or+Sconce+for+Staff.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1706799883424-KEEKSPRLQYIKQZGCBFAV/Pair+of+Vintage+Motoko+Ishii+German+Space+Age+Brass+Flushmount+or+Sconce+for+Staff%281%29.jpg"
"Villa & House Dakota Round Coffee Table 40""",21075,1750.0,2726.0,"The Villa & House Dakota Round Coffee Table in a 40"" diameter offers a harmonious blend of contemporary design and timeless appeal, catering to the discerning tastes of designers and decorators alike. Crafted with meticulous attention to detail, this coffee table features a sturdy yet elegant base that supports a spacious tabletop, providing ample room for decorative displays or serving essentials. The table's versatile design allows it to seamlessly integrate into a variety of interior aesthetics, from modern and minimalist to classic and eclectic. Its high-quality construction ensures durability and longevity, making it a practical and stylish addition to any living space or lounge area. Elevate your design projects with the understated sophistication and functional elegance of the Villa & House Dakota Round Coffee Table, a hallmark of refined craftsmanship and enduring style.FREE SHIPPING to Anywhere in the US 48 States",40.5,40.5,18.5,"villa-house, dakota, round, coffee, table","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711119142458-PB0BDA5WWM916O0N7Q0L/Villa+%26+House+Dakota+Round+Coffee+Table+40inches.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711036733037-M8X3213IKUB6U8IFH863/white-Villa+%26+House+Dakota+Round+Coffee+Table+40inches+%281%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711036733407-O56J1Y1GAFL1DL8UCW62/white-Villa+%26+House+Dakota+Round+Coffee+Table+40inches.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711036733510-9LNTFWLC1LCXXGKLVUDE/white-Villa+%26+House+Dakota+Round+Coffee+Table+40inches+%282%29.JPG"
Pasargad Home Silver Modern Carpet  (8 ft x 8 ft),21084,1695.0,3180.0,"Pasargad Home's Silver Modern Carpet in a refined beige hue accentuated with silver details exudes contemporary sophistication and luxury, catering perfectly to the discerning tastes of designers and decorators alike. Crafted with meticulous attention to detail and high-quality materials, this carpet effortlessly elevates any interior space with its timeless yet modern appeal. The subtle silver accents add a touch of glamour and elegance, creating a harmonious balance that complements various design aesthetics, from sleek and minimalist to opulent and refined. Whether used as a focal point in a living room or as a luxurious addition to a bedroom, the Pasargad Home Silver Modern Carpet brings warmth, style, and comfort to your design projects, showcasing exquisite craftsmanship and impeccable design sensibility.FREE SHIPPING to Anywhere in the US 48 States",96,96,,"pasargad, home, silver, modern, carpet","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711118685255-UIWM4AMD91MYB2F01FF9/Pasargad+Home+Silver+Modern+Carpet.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711122075601-4GKSX4Y4D9PRZRDHVOHJ/Pasargad+Home+Silver+Modern+Carpet+%284%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711122076885-TB2UYS0MO7WW9V8YMVE1/Pasargad+Home+Silver+Modern+Carpet+%281%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711122075972-MMJ55YU6T8D4O4HIED6S/Pasargad+Home+Silver+Modern+Carpet+%283%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711122076903-FJBHJA8VWVYGM292EVY8/Pasargad+Home+Silver+Modern+Carpet+%282%29.JPG"
Vintage Handcarved Mexican Lacquered Chest C1980s,SQ8135743,1145.0,2050.0,"Step into the vibrant heritage of Mexico with this exquisite Vintage Handcarved Mexican Lacquered Chest from the 1980s. Crafted with meticulous detail by skilled artisans, this chest features intricate hand-carved motifs inspired by traditional Mexican folklore, such as floral patterns, geometric designs, and cultural symbols. The lacquered finish adds a luxurious sheen while protecting the wood, making it a durable and visually striking piece for any interior space. Its timeless appeal and artisanal craftsmanship make it a coveted addition for designers and decorators seeking unique statement pieces with a rich cultural backstory. Whether displayed as a standalone accent or used for storage, this chest embodies the essence of Mexican craftsmanship and storytelling, adding warmth and character to any home or commercial setting.FREE SHIPPING to Anywhere in the US 48 States.",31.3,16,23.7,"vintage, handcarved, mexican, lacquered, chest, c1980s, storage","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1710861429642-E3WX5A0DB7WJH7J9MPAW/IMG_9290.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1710861432785-NO2QPTXJ10RGTXDM6RAF/IMG_9294.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1710861436407-8FDGMPLUNDC6RR7NR3ER/IMG_9292.jpg"
Newly Upholstered with Schumacher #177361 Upholstery Transitional Bucket Chair Blue,SQ0414651,1995.0,3500.0,"Unveil the epitome of refined elegance with our newly upholstered Schumacher #177361 Upholstery Transitional Bucket Chair in Blue. Impeccably crafted and adorned with luxurious Schumacher fabric, this chair seamlessly merges classic sophistication with contemporary allure. Its transitional design ensures effortless integration into diverse interior aesthetics, while the vibrant blue hue adds a captivating pop of color to any space. Ideal for discerning designers and decorators seeking to elevate their projects, this chair exudes unparalleled comfort and timeless charm. Whether gracing a chic living room, sophisticated office, or luxurious bedroom, it promises to be the centerpiece of attention, inspiring awe and admiration with its unparalleled craftsmanship and captivating aesthetic.FREE SHIPPING to Anywhere in the US 48 States",28.5,33,28,"newly-upholstered, schumacher, upholstery, transitional, bucket-chair, blue, accent-chair, arm-chair, chair, seating","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1707245305950-LTMF74T79QYRZ5C5OMLS/Newly+Upholstered+with+Schumacher+%23177361+Upholstery+Transitional+Bucket+Chair.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1707245797863-NO1R8JZ2047WZCBM24PT/Newly+Upholstered+with+Schumacher+%23177361+Upholstery+Transitional+Bucket+Chair+%283%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1707245798238-R9OUG9KWEJDB7NQI6SS1/Newly+Upholstered+with+Schumacher+%23177361+Upholstery+Transitional+Bucket+Chair+%281%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1707245798427-6CE3HMH8E1C587XW4EG3/Newly+Upholstered+with+Schumacher+%23177361+Upholstery+Transitional+Bucket+Chair+%282%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1707245798789-CX1PDK55MOJONUNE7Q4U/Newly+Upholstered+with+Schumacher+%23177361+Upholstery+Transitional+Bucket+Chair+%286%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1707245798238-3Y3P2B0JBH8SPDAOY6S9/Newly+Upholstered+with+Schumacher+%23177361+Upholstery+Transitional+Bucket+Chair+%284%29-min.JPG"
Article Vitri Walnut & Glass Coffee Table,21077,500.0,650.0,"The Article Vitri Walnut & Glass Coffee Table is a striking fusion of modern design and timeless craftsmanship, tailored to meet the discerning standards of designers and decorators. This exquisite coffee table features a sleek walnut base that exudes warmth and sophistication, perfectly complemented by a clear tempered glass top that adds a contemporary touch. The combination of materials creates a visual contrast that elevates the overall aesthetic of any living space, making it a versatile centerpiece for both minimalist interiors and more eclectic design schemes. The attention to detail is evident in the precise joinery and smooth finish, showcasing the impeccable quality and craftsmanship that designers and decorators seek to enhance their projects.FREE SHIPPING to Anywhere in the US 48 States.",36.5,36.5,15,"article, vitri, walnut-glass, coffee-table, table","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711113624143-85VUP9MJAM9EZ7AEC7SC/Article+Vitri+Walnut+%26+Glass+Coffee+Table.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711123199655-A7T4S1Q0JAXAYWIIKHZR/white-Article+Vitri+Walnut+%26+Glass+Coffee+Table+%284%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711123199563-WMGFODMJ1HHA63JQQFL5/white-Article+Vitri+Walnut+%26+Glass+Coffee+Table+%281%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711123198706-HWAVJCFKQP60H5HHCL8M/white-Article+Vitri+Walnut+%26+Glass+Coffee+Table+%285%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711123199274-O5FVYXRX9M0MBZ6CGSXP/white-Article+Vitri+Walnut+%26+Glass+Coffee+Table+%283%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711123199785-M6D44MRAX4CT8ZB7MD3S/white-Article+Vitri+Walnut+%26+Glass+Coffee+Table+%282%29.JPG"
Kravet Brazilian Cowhide Carpet with Zebra Print (6 ft 5 in x 7 ft 7 in),21083,650.0,1100.0,"The Kravet Brazilian Cowhide Carpet with Zebra Print is a captivating fusion of exotic allure and luxurious comfort, tailored for designers and decorators seeking to make a bold statement in their interiors. Crafted from premium Brazilian cowhide, it boasts a unique natural variation, ensuring a one-of-a-kind piece that adds depth and character to any space. The striking zebra print pattern lends a touch of safari-inspired glamour, creating a focal point that effortlessly enhances modern, eclectic, or even traditional design aesthetics. Whether used as a stylish area rug in a living room or a dramatic accent piece in a luxurious bedroom, this Kravet carpet invites warmth and sophistication into any room while showcasing the impeccable quality and artistry that discerning designers and decorators demand. Elevate your design projects with the Kravet Brazilian Cowhide Carpet, a symbol of exotic elegance and unparalleled craftsmanship.FREE SHIPPING to Anywhere in the US 48 States.",77,91,,"brazilian, cowhide, carpet, zebra-print, kravet","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711053436036-DIWXB1JVLQ3BU029V4G9/Brazilian+Cowhide+Carpet+with+Zebra+Print.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711056221272-Y74QPZ1ZEVSH78VW2HXG/white-Brazilian+Cowhide+Carpet+with+Zebra+Print+%281%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711056221081-GKA40Q38ZP3DWVSA3ZFC/white-Brazilian+Cowhide+Carpet+with+Zebra+Print+%282%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711056221637-13UIZF7ZG6950PON0G96/white-Brazilian+Cowhide+Carpet+with+Zebra+Print+%284%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711056221833-6C9ICZISAKAI9LT0IIQ4/white-Brazilian+Cowhide+Carpet+with+Zebra+Print+%283%29.JPG"
Ligne Roset PAM Crystal Stool by Studio Archirivolto,21078,550.0,850.0,"Italian Design by Claudio Dondoli & Marco Pocci. Pam is a Bar-stool, adjustable via a gas piston, with seat in translucent PMMA.‎ Frame and footrest in brilliant chrome. Base in matte chromed metal.",15.5,17,27.5,"ligne, roset, pam, crystal, stool, studio-archirivolto, seating","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711050938460-9DBWMZESBVH2ZT21WH5K/Ligne+Roset+PAM+Crystal+Stool+by+Studio+Archirivolto.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711050937894-3K3FVNB0I9AOTCE5HLC5/Ligne%2BRose%2BPAM%2BCrystal%2BStool%2Bby%2BStudio%2BArchirivolto.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711050937713-BLOKXR3GY9B5CD6CP7LE/Ligne%2BRose%2BPAM%2BCrystal%2BStool%2Bby%2BStudio%2BArchirivolto%2B2.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711050937713-MQS0H647FL8JS8XKJKIL/Ligne%2BRose%2BPAM%2BCrystal%2BStool%2Bby%2BStudio%2BArchirivolto%2B3.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711050937177-Z6LMZQB1YOVB06X9LG09/Ligne%2BRose%2BPAM%2BCrystal%2BStool%2Bby%2BStudio%2BArchirivolto%2B6.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711050937893-ZCHZGZ5QENVRDEYJKU1N/Ligne%2BRose%2BPAM%2BCrystal%2BStool%2Bby%2BStudio%2BArchirivolto%2B5.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711050937145-7R2UNI6P9A2M38R5MKAS/Ligne%2BRose%2BPAM%2BCrystal%2BStool%2Bby%2BStudio%2BArchirivolto%2B4.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711051728432-DN9PNTA74BFN06XIEHP0/white-Ligne+Roset+PAM+Crystal+Stool+by+Studio+Archirivolto+%281%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711051728802-5FKMIZJ92NXCSUS7EQR4/white-Ligne+Roset+PAM+Crystal+Stool+by+Studio+Archirivolto+%282%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711051728252-DJD2P71368ROK89O8QYL/white-IMG_5605.JPG"
Vintage French De Bournais Commode with COA,SQ0300187,3296.0,6800.0,"This dresser is a unique example of superior craftsmanship and attention to details, it is a collector's item and an interior designer's dream. Made from aged French cherrywood, it features 3 drawers and vertical stripe design. A French piece crafted by strictly rules of traditional cabinet making, a serial number is carved in one of the drawers showing the uniqueness and exclusivity of the piece, only 100 pieces were made.",39.5,20,28,"commode, dresser, vintage, french, de-bournais, wood, stripe, black, france","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1683731360655-42BQESBPWGMW1ZFOCTNS/Vintage+French+De+Bournais+Commode+with+COA.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1683731360269-HDZA1NJ6B4P0T5A0IFPD/Vintage+French+De+Bournais+Commode+with+COA+3.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1683731346551-1AX595P5V3GOMGLLJVG8/Vintage+French+De+Bournais+Commode+with+COA+10.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1683731361102-LCCUSA5LS5GJUJ5KKEXB/Vintage+French+De+Bournais+Commode+with+COA+8.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1683731357353-RI22JAMRLJJ8WLZSO0WX/Vintage+French+De+Bournais+Commode+with+COA+5.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1683731357506-R6REQ5QOOITAY39FR9L7/Vintage+French+De+Bournais+Commode+with+COA+7.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1683731352941-VX1WBKCAWPZWFZ78F6JU/Vintage+French+De+Bournais+Commode+with+COA+6.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1683731360970-4XD6Z5O9P7TBTNLTXVAL/Vintage+French+De+Bournais+Commode+with+COA+9.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1683731359843-H6FMP6DXIST33EOGTZ44/Vintage+French+De+Bournais+Commode+with+COA+2.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1683731345733-KQR38JO3FB4UGELI5N4O/Vintage+French+De+Bournais+Commode+with+COA+4.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1683737680190-IDF8O3RMA62D080SD41Y/Vintage+French+De+Bournais+Commode+with+COA+tag.JPG"
Braxton Culler Libby Elliston King Size Bedframe,21082,1645.0,2680.0,"The Braxton Culler Libby Elliston King Size Bedframe in a luxurious beige hue epitomizes understated elegance and timeless charm, presenting an ideal canvas for sophisticated interior compositions. Crafted with precision and attention to detail, this bedframe features a sleek and versatile design that effortlessly complements a variety of design aesthetics, from contemporary chic to classic elegance. Its neutral beige tone offers a perfect foundation for layering textures and colors, allowing designers and decorators to unleash their creativity and curate personalized bedroom sanctuaries with ease. The durable construction and refined silhouette of the Libby Elliston Bedframe not only ensure long-lasting quality but also create a harmonious balance between comfort and style, making it a coveted choice for discerning clients seeking a blend of luxury and functionality in their living spaces.FREE SHIPPING to Anywhere in the US 48 States.",83,87,20,"braxton-culler, libby-elliston, king-size, bedframe, bed","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711113672751-01MQTFHDNB8Z7IPRXVMU/Braxton+Culler+Libby+Elliston+King+Size+Bedframe.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711125062301-X422VZ3P4L61MMYQI59X/Braxton+Culler+Libby+Elliston+King+Size+Bedframe+%281%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711125062481-T65JL44YY2TNPS1DZP8I/Braxton+Culler+Libby+Elliston+King+Size+Bedframe+%283%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711125062522-AZWMMR821ZCJPNKTW8GT/Braxton+Culler+Libby+Elliston+King+Size+Bedframe+%282%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1711125062108-6MESW54SDU4JXJ9Z2SCY/Braxton+Culler+Libby+Elliston+King+Size+Bedframe+%284%29-min.JPG"
